"","Scientific_Name","Also_known_as","Genus","Family","Life_cycle","Origin","Habitat","Bloom_season","Plant_height","Wetland_Indicator_Status","Flower_shape_1","Leaf_attachment_1","Leaf_type_1","Fruit_type_1","Status","Cluster_type_1","Flower_shape_2","Cluster_type_2","Leaf_type_2","Fruiting_season","Leaf_attachment_2","Flower_shape_3","Fruit_type_2","Leaf_type_3","Leaf_type_4","Cluster_type_3","Flower_shape_4","Leaf_attachment_3"
"855","Hypericum boreale","","Hypericum","Hypericaceae (St. John's-wort)","perennial","native","part shade, sun; wet sandy to mucky soil; wetlands,  pond edges,  stream banks,  marshes,  bogs","July - September","4 to 16 inches","GP: none
MW: OBL
NCNE: OBL","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Hypericum ellipticum","Elliptic-leaved St. John's-wort, Creeping St. John's-wort","Hypericum","Hypericaceae (St. John's-wort)","perennial","native","part shade, sun; moist sandy soil; shorelines,  marshes,  streambanks,  wet ditches","July - August","9 to 24 inches","GP: none
MW: OBL
NCNE: OBL","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Hypericum kalmianum","","Hypericum","Hypericaceae (St. John's-wort)","perennial woody","unknown","part shade, sun; moist sandy or rocky soil,  along shores,  dunes","July - August","1 to 2 feet","GP: none
MW: FACW
NCNE: FACW","5-petals","opposite","simple","capsule/pod",NA,"flat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Hypericum majus","Greater St Johnswort","Hypericum","Hypericaceae (St. John's-wort)","perennial","native","sun; wet meadows,  shores,  ditches,  fens","June - September","6 to 30 inches","GP: FACW
MW: FACW
NCNE: FACW","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Hypericum perforatum","Klamath-weed","Hypericum","Hypericaceae (St. John's-wort)","perennial","Europe","sun; fields,  roadsides,  woodland edges,  disturbed soil","June - September","1 to 3 feet","GP: UPL
MW: FACU
NCNE: UPL","5-petals","opposite","simple","capsule/pod","Invasive - ERADICATE!","flat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Hypericum punctatum","","Hypericum","Hypericaceae (St. John's-wort)","perennial","native","part shade, sun; moist to dry; meadows,  fields,  open woods,  thickets,  stream banks","June - August","1 to 3 feet","GP: FAC
MW: FAC
NCNE: FAC","5-petals","opposite","simple","capsule/pod",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Hypopitys monotropa","False Beech Drops, Yellow Bird's-Nest","Hypopitys","Ericaceae (Heath)","perennial","native","part shade, shade; moist rich woods,  usually acidic soil,  often under pines","June - August","4 to 12 inches","none","5-petals","alternate","simple","capsule/pod",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Hypoxis hirsuta","Yellow-eyed Grass, Common Goldstar","Hypoxis","Hypoxidaceae (Star-grass)","perennial","native","part shade, sun; wet to dry prairies,  open woods","May - July","8 to 10 inches","GP: FACW
MW: FAC
NCNE: FAC","6-petals","basal","simple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Ilex mucronata","Catberry, Mountain Holly","Ilex","Aquifoliaceae (Holly)","perennial woody","native","part shade, sun; wet peaty or sandy soil; bogs,  swamps,  wet woods,  thickets,  swales,  shores","May - June","3 to 15 feet","GP: none
MW: OBL
NCNE: OBL","4-petals","alternate","simple","berry/drupe",NA,NA,"5-petals",NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"864","Ilex verticillata","Common Winterberry Holly","Ilex","Aquifoliaceae (Holly)","perennial woody","native","part shade, sun; moist to wet; woods,  thickets,  bogs,  swamps,  swales,  shores,  stream banks,  wet ditches","June - July","5 to 20 feet","GP: none
MW: FACW
NCNE: FACW","5-petals","alternate","simple","berry/drupe",NA,NA,"6-petals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","Impatiens capensis","Jewelweed","Impatiens","Balsaminaceae (Touch-me-not)","annual","native","shade, sun; moist thickets,  along shores","July - September","2 to 5 feet","GP: FACW
MW: FACW
NCNE: FACW","irregular","alternate","simple","capsule/pod",NA,"raceme","tubular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","Impatiens pallida","Yellow Jewelweed, Yellow Touch-me-not","Impatiens","Balsaminaceae (Touch-me-not)","annual","native","part shade, shade; along shores,  moist open woods","July - September","2 to 6 feet","GP: FACW
MW: FACW
NCNE: FACW","irregular","alternate","simple","capsule/pod",NA,"raceme","tubular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","Inula helenium","Horse Yellowhead","Inula","Asteraceae (Aster)","perennial","Europe, Asia","part shade, sun; disturbed soil; roadsides,  fields,  open woods,  clearings","July - September","2 to 8 feet","GP: none
MW: FACU
NCNE: FACU","7+petals","alternate","simple","seed with plume","Weedy","panicle",NA,NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"868","Iodanthus pinnatifidus","","Iodanthus","Brassicaceae (Mustard)","perennial","native","part shade, shade; moist to wet; floodplain forest","June - July","1 to 3 feet","GP: FACW
MW: FACW
NCNE: FACW","4-petals","alternate","lobed","capsule/pod","State Endangered","raceme",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Iris pseudacorus","Yellow Flag","Iris","Iridaceae (Iris)","perennial","Eurasia","part shade, sun; marshes,  along shores","May - June","2 to 4 feet","GP: OBL
MW: OBL
NCNE: OBL","3-petals","basal","simple","capsule/pod","Invasive - ERADICATE!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","Iris versicolor","Blueflag Iris, Northern Blueflag","Iris","Iridaceae (Iris)","perennial","native","part shade, sun; wet meadows,  marshes,  along shores","May - August","1 to 3 feet","GP: OBL
MW: OBL
NCNE: OBL","3-petals","basal","simple","capsule/pod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Iris virginica","Virginia Iris","Iris","Iridaceae (Iris)","perennial","native","part shade, sun; open wetlands,  lakeshores,  wet ditches","June - July","2 to 3 feet","GP: OBL
MW: OBL
NCNE: OBL","3-petals","alternate","simple","capsule/pod",NA,NA,NA,NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"872","Isoetes echinospora","Spiny Quillwort, Spring Quillwort, Braun's Quillwort","Isoetes","Isoetaceae (Quillwort)","perennial","native","part shade, sun; shallow to 5+ feet deep water; soft water lakes,  ponds,  rivers,  streams",NA,"2 to 6 inches","GP: OBL
MW: OBL
NCNE: OBL",NA,"basal","simple","spores on leaf",NA,NA,NA,NA,NA,"summer",NA,NA,NA,NA,NA,NA,NA,NA
"873","Isoetes melanopoda","Black-foot Quillwort","Isoetes","Isoetaceae (Quillwort)","perennial","native","part shade, sun; pools in rock outcrops",NA,"4 to 16 inches","GP: OBL
MW: OBL
NCNE: OBL",NA,"basal","simple","spores on leaf","State Endangered",NA,NA,NA,NA,"late spring to mid-summer",NA,NA,NA,NA,NA,NA,NA,NA
"874","Jeffersonia diphylla","","Jeffersonia","Berberidaceae (Barberry)","perennial","native","part shade; rich woods","April - May","4 to 18 inches","none","7+petals","basal","lobed","capsule/pod","State Special Concern",NA,NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","Juglans cinerea","White Walnut","Juglans","Juglandaceae (Walnut)","perennial woody","native","part shade, sun; average moisture; hardwood and mixed forest,  river terraces,  banks,  swamps","May - June","60 to 80 feet","GP: none
MW: FACU
NCNE: FACU","indistinct","alternate","compound","nut","State Endangered","spike",NA,NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"876","Juglans nigra","","Juglans","Juglandaceae (Walnut)","perennial woody","native","part shade, sun; average moisture; hardwood and mixed forest,  savannas,  banks","May - June","to 130 feet","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","compound","nut",NA,"spike",NA,NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"877","Juncus alpinoarticulatus","Alpine Rush","Juncus","Juncaceae (Rush)","perennial","native","part shade, sun; wet sandy,  gravelly or calcareous soil; shores,  fens,  marshes,  wet ditches,  wet meadows,  prairie swales",NA,"6 to 20 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - August","basal",NA,NA,NA,NA,NA,NA,NA
"878","Juncus arcticus","Mountain Rush","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to wet; shores,  ditches,  wet meadows,  marshes,  fens",NA,"8 to 40 inches","GP: FACW
MW: OBL
NCNE: OBL","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - July",NA,NA,NA,NA,NA,NA,NA,NA
"879","Juncus articulatus","Joint-leaf Rush","Juncus","Juncaceae (Rush)","perennial","native","part shade, sun; wet sandy or calcareous soil; shores,  banks,  ditches,  wet meadows",NA,"4 to 20 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod","State Endangered","panicle",NA,NA,NA,"July - September","basal",NA,NA,NA,NA,NA,NA,NA
"880","Juncus brevicaudatus","Short-tailed Rush","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to wet acidic soil; bogs,  fens,  shores,  swales",NA,"6 to 24 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,"raceme",NA,"July - October","basal",NA,NA,NA,NA,NA,NA,NA
"881","Juncus bufonius","","Juncus","Juncaceae (Rush)","annual","native","sun; moist to wet; shores,  banks,  wet meadows,  marsh edges,  wet ditches",NA,"2 to 12 inches","GP: OBL
MW: FACW
NCNE: FACW","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - October","basal",NA,NA,NA,NA,NA,NA,NA
"882","Juncus canadensis","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to wet; calcareous marshes,  fens,  bogs,  wet ditches,  salt flats,  shores",NA,"12 to 40 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,"round",NA,"July - October","basal",NA,NA,NA,NA,NA,NA,NA
"883","Juncus compressus","Flattened Rush, Compressed Rush","Juncus","Juncaceae (Rush)","perennial","Eurasia","sun; moist to wet disturbed soil; roadsides,  ditches,  farm fields,  fence rows",NA,"8 to 30 inches","GP: FACW
MW: OBL
NCNE: FACW","6-petals","alternate","simple","capsule/pod","Weedy","panicle",NA,NA,NA,"July - August","basal",NA,NA,NA,NA,NA,NA,NA
"884","Juncus dudleyi","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist soil; shores,  fens,  wet ditches,  marsh edges,  swales",NA,"8 to 24 inches","GP: FACW
MW: FACW
NCNE: FACW","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - August",NA,NA,NA,NA,NA,NA,NA,NA
"885","Juncus effusus","Common Rush","Juncus","Juncaceae (Rush)","perennial","native","part shade, sun; moist to wet; shores,  ditches,  meadows,  marshes,  swamps,  open woods",NA,"16 to 48 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - July",NA,NA,NA,NA,NA,NA,NA,NA
"886","Juncus filiformis","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to wet sandy or peaty soil; shores,  stream and river banks,  wet meadows,  wet ditches",NA,"8 to 30 inches","GP: OBL
MW: FACW
NCNE: FACW","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - July",NA,NA,NA,NA,NA,NA,NA,NA
"887","Juncus greenei","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to dry sandy soils; shores,  swales,  dunes,  meadows,  prairies",NA,"8 to 28 inches","GP: FAC
MW: FAC
NCNE: FAC","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"July - August",NA,NA,NA,NA,NA,NA,NA,NA
"888","Juncus interior","","Juncus","Juncaceae (Rush)","perennial","native","sun; sandy or rocky soil; prairies,  outcrops,  banks,  shores",NA,"8 to 24 inches","GP: FACW
MW: FAC
NCNE: FAC","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"July - August",NA,NA,NA,NA,NA,NA,NA,NA
"889","Juncus longistylis","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to wet; meadows,  wetland edges,  swales,  ditches,  along streams",NA,"8 to 30 inches","GP: FACW
MW: FACW
NCNE: FACW","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,NA,NA,"July - September","basal",NA,NA,NA,NA,NA,NA,NA
"890","Juncus marginatus","Marginated Rush","Juncus","Juncaceae (Rush)","perennial","native","part shade, sun; moist;",NA,"10 to 20 inches","GP: FACW
MW: FACW
NCNE: FACW","6-petals","alternate","simple","capsule/pod","State Endangered","panicle",NA,NA,NA,"August - September","basal",NA,NA,NA,NA,NA,NA,NA
"891","Juncus nodosus","Knotty Rush, Joint Rush","Juncus","Juncaceae (Rush)","perennial","native","sun; moist sandy or muddy soil; shores,  banks,  swamps,  marshes,  fens,  wet fields,  swales",NA,"6 to 20 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,"raceme",NA,"July - October","basal",NA,NA,NA,NA,"round",NA,NA
"892","Juncus pelocarpus","","Juncus","Juncaceae (Rush)","perennial","native","part shade, sun; wet sandy or peaty soil; shores,  pools,  bogs,  shallow water",NA,"1 to 20 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,NA,NA,"August - October",NA,NA,NA,NA,NA,NA,NA,NA
"893","Juncus stygius","Moor Rush","Juncus","Juncaceae (Rush)","perennial","native","part shade, sun; wet; fens,  bogs,  peatlands",NA,"4 to 12 inches","GP: OBL
MW: none
NCNE: OBL","6-petals","alternate","simple","capsule/pod","State Special Concern","round",NA,"spike",NA,"July - September","basal",NA,NA,NA,NA,NA,NA,NA
"894","Juncus tenuis","Poverty Rush, Slender Rush","Juncus","Juncaceae (Rush)","perennial","native","part shade, shade, sun; dry to moist disturbed soils; roadsides,  trails,  shores,  ditches,  clearings",NA,"6 to 20 inches","GP: FAC
MW: FAC
NCNE: FAC","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - August",NA,NA,NA,NA,NA,NA,NA,NA
"895","Juncus torreyi","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist to wet; pond edges,  stream banks,  marshes,  wet ditches,  swales",NA,"12 to 40 inches","GP: FACW
MW: FACW
NCNE: FACW","6-petals","alternate","simple","capsule/pod",NA,"panicle",NA,"round",NA,"July - October","basal",NA,NA,NA,NA,NA,NA,NA
"896","Juncus vaseyi","","Juncus","Juncaceae (Rush)","perennial","native","sun; moist sandy soil; fens,  sedge meadows,  prairies,  ditches,  shores",NA,"8 to 28 inches","GP: FACW
MW: FACW
NCNE: FACW","6-petals","basal","simple","capsule/pod",NA,"panicle",NA,NA,NA,"June - August",NA,NA,NA,NA,NA,NA,NA,NA
"897","Juniperus communis","","Juniperus","Cupressaceae (Cypress)","perennial woody","native","sun; dry,  sandy or rocky soil; prairies,  savanna,  forest clearings,  rocky slopes,  outcrops,  dunes","May - June","2 to 5 feet","GP: UPL
MW: UPL
NCNE: FACU","indistinct","whorl","simple","berry/drupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","Juniperus horizontalis","","Juniperus","Cupressaceae (Cypress)","perennial woody","native","sun; dry,  sandy or rocky soil; dunes,  outcrops,  rocky slopes,  stream banks","April - May","6 to 10 inches","GP: UPL
MW: FACU
NCNE: FACU","indistinct","alternate","simple","berry/drupe","State Special Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","Juniperus virginiana","","Juniperus","Cupressaceae (Cypress)","perennial woody","native","part shade, sun; sandy or rocky soil; prairies,  old fields,  fencerows,  slopes,  roadsides,  open woods,  swamps","April - May","10 to 80 feet","GP: UPL
MW: FACU
NCNE: FACU","indistinct","opposite","simple","berry/drupe",NA,NA,NA,NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"900","Kalmia polifolia","Pale Laurel, Swamp-laurel","Kalmia","Ericaceae (Heath)","perennial woody","native","part shade, sun; bogs,  acidic lakeshores,  fens,  muskeg","May - June","6 to 30 inches","GP: none
MW: OBL
NCNE: OBL","5-petals","opposite","simple","capsule/pod",NA,NA,"bell",NA,NA,NA,"whorl",NA,NA,NA,NA,NA,NA,NA
"901","Knautia arvensis","Bluebuttons","Knautia","Dipsacaceae (Teasel)","perennial","Europe","sun; average to dry disturbed soil; roadsides,  fields,  open woods,  landscapes","June - September","1 to 3 feet","none","4-petals","basal","lobed","seed without plume","Weedy","flat","indistinct","round","simple",NA,"opposite",NA,NA,NA,NA,NA,NA,NA
"902","Koeleria macrantha","","Koeleria","Poaceae (Grass)","perennial","native","part shade, sun; dry sandy or rocky soil; prairies,  savanna,  dunes,  open woods",NA,"10 to 20 inches","none",NA,"alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"June",NA,NA,NA,NA,NA,NA,NA,NA
"903","Krigia biflora","Two-flowered False Dandelion, Orange Dwarf Dandelion","Krigia","Asteraceae (Aster)","perennial","native","part shade, sun; prairies,  meadows,  open woods","May - August","8 to 30 inches","GP: FAC
MW: FACU
NCNE: FACU","7+petals","alternate","lobed",NA,NA,NA,NA,NA,"simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"904","Lactuca biennis","Blue Wood Lettuce, Biennial Blue Lettuce","Lactuca","Asteraceae (Aster)","annual, biennial","native","part shade, shade; moist woods,  thickets,  swamps,  stream banks","July - September","2 to 7 feet","GP: FAC
MW: FAC
NCNE: FAC","7+petals","alternate","lobed","seed with plume",NA,"panicle",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","Lactuca canadensis","Canadian Lettuce","Lactuca","Asteraceae (Aster)","annual, biennial","native","shade, sun; edges of woods,  along roads","July - September","4 to 10 feet","GP: FACU
MW: FACU
NCNE: FACU","7+petals","alternate","lobed","seed with plume",NA,"panicle",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","Lactuca ludoviciana","Prairie Lettuce, Western Wild Lettuce","Lactuca","Asteraceae (Aster)","biennial, short-lived perennial","native","sun; plains,  prairies,  open meadows,  woodland openings","June - September","1 to 5 feet","GP: FACU
MW: FACU
NCNE: UPL","7+petals","alternate","lobed","seed with plume",NA,"panicle",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","Lactuca serriola","","Lactuca","Asteraceae (Aster)","annual, biennial","Europe","part shade, sun; roadsides,  disturbed sites,  waste places,  fields","July - September","2 to 6 feet","GP: FAC
MW: FACU
NCNE: FACU","7+petals","alternate","lobed","seed with plume","Weedy","panicle",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","Lamiastrum galeobdolon","Yellow Deadnettle, Yellow Henbit","Lamiastrum","Lamiaceae (Mint)","perennial","Europe","part shade, shade, sun; moist to dry disturbed soil; woods,  woodland edges,  ravines,  shaded fields","May - June","1 to 2 feet","none","irregular","opposite","simple","seed without plume","Weedy","whorled","tubular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","Lamium amplexicaule","Henbit Deadnettle","Lamium","Lamiaceae (Mint)","annual","Europe","part shade, sun; disturbed soil; gardens,  agricultural margins,  roadsides,  railroads,  sidewalks,  lawns,  waste areas","May - October","4 to 12 inches","none","irregular","opposite","simple","seed without plume","Weedy","whorled","tubular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
